Node,X,Y
J-1194,4390034.48,3830918.0
J-1198,4390340.23,3833419.0
J-1199,4390376.68,3833394.0
J-1207,4389724.62,3835441.0
J-1214,4392254.49,3832149.0
J-1217,4392495.7,3838405.0
J-1224,4392591.17,3839203.0
J-1234,4394194.85,3835889.0
J-1235,4393438.73,3836249.0
J-1238,4394036.49,3839376.0
J-1243,4391131.4,3832893.0
J-1244,4391446.34,3832684.0
J-1245,4393241.01,3840938.0
J-1260,4392320.46,3832107.0
J-1264,4388707.69,3831983.0
J-1265,4388999.43,3831749.0
J-1271,4390773.36,3831795.0
J-1276,4393867.42,3839456.0
J-1277,4391058.54,3834647.0
J-1300,4391877.13,3836994.0
J-1301,4392576.08,3836619.0
J-1302,4394203.15,3835904.0
J-1311,4389989.33,3835922.0
J-1351,4393681.74,3835091.0
J-1363,4392593.48,3836610.0
J-1367,4392657.26,3836707.0
J-1394,4394356.67,3839782.0
J-1410,4393293.58,3839687.0
J-1411,4393281.71,3839674.0
J-1416,4391536.55,3832624.0
J-1426,4389058.48,3835173.0
J-1427,4389087.15,3835158.0
J-1431,4394039.63,3840123.0
J-1432,4394045.58,3840136.0
J-1447,4393269.47,3839660.0
J-1448,4393103.97,3837565.0
J-1457,4392809.69,3838987.0
J-1474,4390704.5,3833175.0
J-1480,4388653.24,3832027.0
J-1481,4393823.24,3835214.0
J-1488,4392251.06,3836077.0
J-1489,4392243.98,3836064.0
J-1527,4394412.95,3834078.0
J-1528,4394414.72,3834077.0
J-1531,4388601.17,3830590.0
J-1535,4389049.52,3835178.0
J-1546,4390185.96,3836301.0
J-1556,4388524.43,3834044.0
J-1557,4393886.87,3835331.0
J-1564,4394029.44,3835584.0
J-1565,4394065.1,3835650.0
J-1569,4392662.38,3838714.0
J-1570,4389255.29,3835069.0
J-1572,4390506.76,3830498.0
J-1590,4390857.27,3834261.0
J-1592,4389406.88,3834818.0
J-1593,4389471.5,3834942.0
J-1596,4389243.34,3834515.0
J-1599,4393979.08,3835496.0
J-1600,4389857.87,3835405.0
J-1601,4392988.52,3837349.0
J-1606,4389586.22,3835189.0
J-1611,4390214.27,3836353.0
J-1619,4389246.72,3834521.0
J-1620,4389406.94,3834818.0
J-1624,4390225.65,3836346.0
J-1625,4392989.78,3837352.0
J-1628,4389471.88,3834942.0
J-1629,4389491.5,3834979.0
J-1646,4389459.9,3834960.0
J-1647,4389467.67,3834956.0
J-1652,4389244.95,3834518.0
J-1654,4394141.11,3835032.0
J-1655,4394399.39,3835491.0
J-1656,4394241.16,3835865.0
J-1672,4393217.28,3835225.0
J-1680,4394650.91,3833952.0
J-1689,4393600.38,3841930.0
J-1690,4393084.78,3839389.0
J-1708,4388913.53,3830342.0
J-1733,4387682.09,3831658.0
J-1734,4387991.08,3832046.0
J-1736,4391578.32,3833870.0
J-1742,4388588.46,3832835.0
J-1743,4388610.9,3832862.0
J-1748,4394029.68,3840559.0
J-1752,4388396.39,3831714.0
J-1757,4389723.41,3832640.0
J-1758,4388948.06,3833262.0
J-1771,4391630.18,3834859.0
J-1772,4389421.67,3830207.0
J-1774,4388326.83,3832452.0
J-1776,4392420.06,3836331.0
J-1777,4392457.39,3836312.0
J-1781,4392059.53,3835759.0
J-1782,4390060.04,3832372.0
J-1783,4390177.18,3836306.0
J-1786,4392924.27,3838949.0
J-1787,4386570.43,3830290.0
J-1799,4390239.68,3834242.0
J-1800,4390217.28,3834253.0
J-1812,4391349.7,3836337.0
J-1813,4391820.37,3831618.0
J-1814,4391939.73,3831773.0
J-1815,4390058.22,3830944.0
J-1820,4394177.57,3840064.0
J-1821,4394179.87,3840062.0
J-1822,4392341.21,3840286.0
J-1823,4392322.75,3840288.0
J-1825,4392340.15,3840263.0
J-1826,4392368.99,3840260.0
J-1827,4389771.93,3836531.0
J-1828,4389792.95,3836571.0
J-1829,4392338.49,3832134.0
J-1837,4387989.78,3830457.0
J-1838,4388262.8,3830230.0
J-1842,4386339.82,3830042.0
J-1843,4386379.11,3830013.0
J-1849,4392797.78,3840035.0
J-1850,4392803.37,3840045.0
J-1851,4389669.47,3831258.0
J-1856,4391928.24,3835359.0
J-1857,4391920.01,3835344.0
J-1858,4388180.04,3833926.0
J-1859,4388276.36,3833968.0
J-1862,4394552.65,3839970.0
J-1865,4389618.55,3831901.0
J-1866,4389319.04,3832143.0
J-1892,4390207.82,3836362.0
J-1902,4388781.07,3834759.0
J-1903,4388774.31,3834763.0
J-1908,4389197.1,3835401.0
J-1909,4389340.98,3835325.0
J-1910,4389601.59,3835181.0
J-1911,4389412.09,3835283.0
J-1912,4389581.17,3835192.0
J-1913,4389079.28,3835233.0
J-1914,4389124.51,3835316.0
J-1916,4392285.2,3841001.0
J-1923,4389223.99,3834530.0
J-1924,4389236.68,3834524.0
J-1928,4392322.82,3840948.0
J-1929,4392222.42,3840591.0
J-1930,4392202.61,3840567.0
J-1931,4391183.93,3835820.0
J-1936,4393836.83,3835206.0
J-1938,4390269.19,3837457.0
J-1939,4390234.77,3837474.0
J-1940,4390235.26,3837392.0
J-1941,4390189.86,3837414.0
J-1946,4390850.45,3834264.0
J-1947,4391216.97,3834067.0
J-1948,4389304.25,3835646.0
J-1951,4390829.25,3834276.0
J-1956,4390463.57,3834471.0
J-1957,4389491.28,3833959.0
J-1960,4389252.33,3834516.0
J-1961,4389033.87,3834624.0
J-1962,4389357.0,3835191.0
J-1964,4389276.71,3833662.0
J-1967,4389084.5,3835230.0
J-1968,4389177.85,3835400.0
J-1969,4389386.0,3835301.0
J-1970,4389581.57,3835193.0
J-1974,4390003.49,3836937.0
J-1982,4393636.34,3841908.0
J-1983,4393725.69,3841931.0
J-2038,4389759.39,3836507.0
J-2039,4389768.46,3836524.0
J-2048,4389762.31,3836537.0
J-2049,4389713.38,3836475.0
J-2056,4389800.31,3830189.0
J-2057,4392195.43,3831326.0
J-2066,4393103.01,3837618.0
J-2067,4393107.17,3837615.0
J-2068,4387891.07,3832819.0
J-2074,4387851.62,3833453.0
J-2075,4387852.5,3833452.0
J-2076,4394168.91,3840047.0
J-2080,4392341.64,3839272.0
J-2081,4391905.74,3839489.0
J-2100,4391829.7,3836073.0
J-2101,4391937.33,3836272.0
J-2106,4392281.91,3834037.0
J-2109,4393550.95,3840773.0
J-2116,4391475.9,3831895.0
J-2123,4392137.81,3838851.0
J-2124,4391742.39,3839052.0
J-2153,4393077.02,3837631.0
J-2154,4393101.03,3837619.0
J-2161,4394376.38,3839760.0
J-2162,4393101.45,3840637.0
J-2163,4389725.21,3836443.0
J-2164,4392042.17,3833575.0
J-2165,4392094.6,3833548.0
J-2172,4392894.33,3837724.0
J-2176,4394199.7,3840646.0
J-2177,4394222.62,3841684.0
J-2188,4389623.63,3836246.0
J-2191,4392587.6,3836646.0
J-2193,4388104.01,3830603.0
J-2194,4388299.8,3830837.0
J-2200,4392716.56,3837815.0
J-2202,4389002.18,3832399.0
J-2203,4393105.91,3834784.0
J-2204,4393120.06,3834776.0
J-2207,4390359.47,3834525.0
J-2208,4390386.15,3834511.0
J-2214,4394464.36,3839918.0
J-2215,4394460.02,3839912.0
J-2216,4392798.84,3840035.0
J-2227,4391463.57,3833933.0
J-2228,4391523.68,3833900.0
J-2233,4394087.62,3840512.0
J-2234,4394084.69,3840514.0
J-2238,4389136.57,3832292.0
J-2249,4388571.46,3832815.0
J-2252,4391420.92,3834461.0
J-2256,4394061.67,3835652.0
J-2258,4387607.05,3832345.0
J-2264,4389958.11,3831622.0
J-2265,4389662.52,3831864.0
J-2277,4392407.49,3836315.0
J-2278,4392401.33,3836303.0
J-2280,4393876.75,3839475.0
J-2285,4391816.59,3831621.0
J-2287,4390374.38,3831290.0
J-2288,4390352.87,3831307.0
J-2291,4389949.41,3831611.0
J-2301,4393723.78,3840313.0
J-2306,4391679.5,3839084.0
J-2307,4391892.44,3839492.0
J-2313,4393630.81,3841907.0
J-2319,4394483.2,3839940.0
J-2322,4388619.27,3834166.0
J-2330,4393243.7,3840936.0
J-2333,4390138.48,3834056.0
J-2334,4389648.63,3831875.0
J-2344,4394669.92,3840166.0
J-2349,4389778.68,3834456.0
J-2350,4389614.69,3834539.0
J-2353,4390857.49,3830939.0
J-2367,4388181.32,3833883.0
J-2369,4392831.19,3834937.0
J-2370,4390166.21,3834041.0
J-2371,4392826.17,3834956.0
J-2372,4392820.0,3834944.0
J-2383,4389101.4,3835182.0
J-2384,4386533.22,3830240.0
J-2386,4392959.88,3840350.0
J-2390,4386344.11,3830873.0
J-2394,4386579.46,3831180.0
J-2397,4386419.96,3831488.0
J-2405,4394043.65,3841146.0
J-2409,4391822.7,3833158.0
J-2418,4389794.23,3836573.0
J-2419,4387374.18,3831285.0
J-2421,4392027.85,3831889.0
J-2425,4390973.46,3833551.0
J-2428,4388473.22,3834299.0
J-2429,4389873.44,3835056.0
J-2434,4393484.11,3839000.0
J-2441,4392444.75,3834309.0
J-2442,4391345.58,3835188.0
J-2443,4391574.19,3835610.0
J-2444,4393733.42,3834559.0
J-2445,4390108.75,3834905.0
J-2446,4388998.97,3833225.0
J-2447,4388998.97,3833230.0
J-2451,4392426.31,3831589.0
J-2452,4392212.26,3831312.0
J-2460,4391891.82,3835439.0
J-2461,4391954.69,3835406.0
J-2464,4392055.12,3836489.0
J-2465,4390549.19,3830462.0
J-2490,4386290.05,3831316.0
J-2492,4387274.2,3832386.0
J-2497,4393833.24,3837660.0
J-2500,4388950.18,3835079.0
J-2501,4389021.86,3835126.0
J-2505,4393740.15,3840305.0
J-2507,4394016.59,3839771.0
J-2508,4394027.7,3839782.0
J-2517,4389716.62,3836448.0
J-2524,4388285.29,3830211.0
J-2530,4391880.49,3839499.0
J-2533,4392417.21,3836332.0
J-2536,4390996.64,3833594.0
J-2540,4387557.66,3833097.0
J-2541,4387850.31,3833454.0
J-2547,4389267.11,3833650.0
J-2557,4393782.45,3841907.0
J-2560,4387014.89,3832398.0
J-2562,4393648.79,3841134.0
J-2569,4392338.63,3840225.0
J-2570,4391656.14,3839045.0
J-2572,4392416.79,3839308.0
J-2573,4389832.91,3830162.0
J-2574,4393078.34,3836012.0
J-2575,4389018.07,3832419.0
J-2576,4392832.28,3834969.0
J-2578,4392265.75,3836068.0
J-2583,4393239.68,3834700.0
J-2586,4392587.25,3839629.0
J-2589,4390249.73,3834095.0
J-2590,4390206.59,3834117.0
J-2597,4394009.46,3839751.0
J-2598,4392977.03,3840384.0
J-2599,4392903.41,3835105.0
J-2600,4392966.3,3833759.0
J-2602,4393068.62,3839359.0
J-2604,4391054.39,3838397.0
J-2615,4390228.12,3834155.0
J-2616,4389310.74,3835658.0
J-2628,4386388.13,3830115.0
J-2631,4390017.01,3831574.0
J-2634,4391236.65,3834056.0
J-2638,4390327.78,3834103.0
J-2639,4389070.37,3835216.0
J-2641,4391414.71,3834449.0
J-2642,4386365.86,3830900.0
J-2645,4391666.84,3834930.0
J-2650,4386299.56,3831586.0
J-2657,4393006.89,3839233.0
J-2661,4391047.37,3833566.0
J-2662,4391384.87,3833388.0
J-2663,4391393.84,3833383.0
J-2664,4390606.4,3833803.0
J-2665,4389279.44,3835674.0
J-2669,4389715.76,3835446.0
J-2670,4389315.64,3835656.0
J-2671,4391428.85,3833364.0
J-2672,4390603.74,3833804.0
J-2674,4392167.26,3832975.0
J-2675,4391029.7,3834662.0
J-2676,4390745.03,3837829.0
J-2721,4387949.67,3830488.0
J-2725,4389361.22,3831520.0
J-2727,4392898.7,3837241.0
J-2728,4392965.57,3837360.0
J-2741,4393759.76,3841866.0
J-2749,4392383.31,3836313.0
J-2750,4391268.44,3834113.0
J-2764,4392281.15,3837214.0
J-2767,4394549.62,3834017.0
J-2776,4389346.17,3836797.0
J-2777,4389691.07,3836854.0
J-2778,4389892.13,3836782.0
J-2783,4389483.25,3834983.0
J-2784,4393798.31,3835290.0
J-2785,4393833.36,3835271.0
J-2787,4389757.32,3834596.0
J-2790,4387643.77,3831614.0
J-2792,4391800.66,3831601.0
J-2794,4390771.02,3831839.0
J-2795,4391027.18,3832168.0
J-2801,4390374.42,3831335.0
J-2802,4391141.6,3832912.0
J-2805,4390725.69,3832456.0
J-2808,4392884.66,3838128.0
J-2809,4392720.66,3837823.0
J-2811,4389638.39,3831863.0
J-2818,4391879.37,3834219.0
J-2819,4392269.65,3834010.0
J-2827,4391450.6,3834445.0
J-2828,4390446.73,3832101.0
J-2829,4387339.42,3830352.0
J-2832,4393295.21,3837999.0
J-2833,4393100.89,3838093.0
J-2835,4387639.14,3830730.0
J-2838,4394241.37,3839664.0
J-2850,4392177.22,3831302.0
J-2854,4389062.97,3835203.0
J-2856,4389030.77,3831788.0
J-2861,4393447.99,3838297.0
J-2864,4391274.59,3835082.0
J-2875,4390339.89,3830724.0
J-2876,4392094.13,3832706.0
J-2878,4390530.65,3837967.0
J-2883,4392909.19,3838173.0
J-2884,4392211.65,3836408.0
J-2889,4390366.52,3832754.0
J-2890,4390042.06,3831604.0
J-2894,4393115.54,3837631.0
J-2895,4389896.03,3836779.0
J-2896,4389896.41,3836735.0
J-2898,4390918.61,3838140.0
J-2899,4392214.29,3836406.0
J-2902,4392530.31,3837911.0
J-2904,4386388.85,3830027.0
J-2905,4392584.34,3833778.0
J-2911,4390853.92,3830935.0
J-2915,4390478.75,3832076.0
J-2919,4391009.79,3833619.0
J-2920,4391202.42,3833992.0
J-2922,4386558.73,3830299.0
J-2923,4390048.66,3832358.0
J-2927,4390040.52,3832348.0
J-2929,4389929.5,3836762.0
J-2935,4392011.62,3837348.0
J-2938,4390749.46,3831857.0
J-2951,4393406.02,3840058.0
J-2961,4388752.93,3830029.0
J-2962,4392388.72,3839145.0
J-2963,4392354.49,3839149.0
J-2968,4392993.58,3839210.0
J-2973,4392894.34,3837243.0
J-2976,4387927.21,3830461.0
J-2977,4392364.35,3839146.0
J-2978,4392383.89,3839135.0
J-2981,4392819.65,3834914.0
J-2983,4392148.77,3837626.0
J-2989,4390050.11,3837037.0
J-2993,4390406.49,3837742.0
J-2996,4392901.21,3837737.0
J-2997,4393094.2,3838081.0
J-3003,4386768.44,3830589.0
J-3004,4386427.4,3830852.0
J-3005,4392681.29,3834632.0
J-3020,4393334.34,3841866.0
J-3021,4393600.87,3841870.0
J-3044,4393005.03,3838880.0
J-3045,4393559.62,3838577.0
J-3050,4387874.81,3833486.0
J-3052,4388570.88,3831214.0
J-3053,4388546.25,3831178.0
J-3054,4392933.56,3839081.0
J-3055,4393627.8,3841836.0
J-3056,4393324.14,3841880.0
J-3063,4387649.14,3830106.0
J-3064,4387692.74,3830161.0
J-3071,4388546.79,3834078.0
J-3076,4394072.33,3834235.0
J-3077,4394402.2,3834061.0
J-3082,4390401.47,3834542.0
J-3092,4390128.78,3833157.0
J-3094,4391877.2,3837034.0
J-3095,4392587.18,3836662.0
J-3096,4388420.29,3831026.0
J-3097,4389745.6,3834448.0
J-3099,4391418.14,3831494.0
J-3100,4388839.46,3832642.0
J-3104,4393096.95,3834571.0
J-3105,4388571.11,3832848.0
J-3112,4393171.34,3834961.0
J-3113,4390841.77,3837193.0
J-3115,4392181.06,3838823.0
J-3124,4392856.72,3838961.0
J-3127,4388449.62,3831067.0
J-3128,4392411.94,3839150.0
J-3149,4394444.73,3840284.0
J-3152,4388719.1,3834673.0
J-3154,4387987.42,3830454.0
J-3155,4387972.03,3830429.0
J-3159,4394403.48,3834060.0
J-3161,4388356.46,3833019.0
J-3167,4390056.26,3832352.0
J-3168,4390268.32,3832172.0
J-3171,4389517.34,3833456.0
J-3175,4389601.48,3831880.0
J-3176,4391121.01,3836965.0
J-3178,4388623.67,3834756.0
J-3179,4393325.87,3837174.0
J-3182,4389525.07,3835096.0
J-3183,4390266.66,3837857.0
J-3186,4389300.87,3833664.0
J-3187,4390262.38,3832173.0
J-3194,4390705.57,3833990.0
J-3196,4392873.25,3838937.0
J-3203,4390374.84,3838111.0
J-3204,4390399.23,3838089.0
J-3205,4392253.1,3836045.0
J-3206,4393059.31,3835608.0
J-3207,4391528.26,3839734.0
J-3208,4392601.06,3839622.0
J-3213,4392997.89,3839425.0
J-3214,4393650.26,3839964.0
J-3215,4393985.63,3839787.0
J-3217,4390360.69,3838078.0
J-3225,4390624.79,3838699.0
J-3227,4394221.43,3839663.0
J-3228,4386752.79,3831783.0
J-3230,4386952.58,3832049.0
J-3231,4390551.23,3836709.0
J-3232,4386553.81,3831935.0
J-3233,4391877.36,3837821.0
J-3241,4394195.59,3840090.0
J-3243,4388791.71,3832666.0
J-3244,4389322.09,3835667.0
J-3245,4389763.68,3834452.0
J-3246,4389565.68,3834553.0
J-3247,4389815.96,3834561.0
J-3249,4387960.53,3832793.0
J-3259,4390425.86,3833464.0
J-3260,4388120.39,3832573.0
J-3262,4386682.98,3830619.0
J-3264,4391373.07,3831382.0
J-3265,4391518.06,3833637.0
J-3266,4391607.7,3833703.0
J-3268,4392541.5,3833397.0
J-3270,4389770.18,3834580.0
J-3273,4389428.48,3835869.0
J-3277,4390589.59,3833812.0
J-3280,4390841.28,3837134.0
J-3281,4391448.32,3837992.0
J-3282,4391357.31,3831362.0
J-3283,4390938.94,3834476.0
J-3284,4391943.85,3837362.0
J-3285,4392009.97,3837345.0
J-3286,4392012.46,3837350.0
J-3287,4392783.3,3836969.0
J-3288,4390906.09,3834417.0
J-3289,4392261.12,3837220.0
J-3290,4391960.59,3837393.0
J-3291,4394208.3,3840115.0
J-3298,4392727.24,3836920.0
J-3304,4394192.67,3840084.0
J-3309,4386953.52,3830720.0
J-3310,4393118.24,3837651.0
J-3312,4393286.6,3837959.0
J-3315,4391740.66,3834122.0
J-3316,4391877.17,3837765.0
